wb,Wahlkreis,Wahlberechtige,Wähler,Wahlbeteiligung,1_Stimmen AfD,1_Stimmen CDU,1_Stimmen FDP,1_Stimmen GRÜNE,1_Stimmen LINKE,1_Stimmen SPD,1_Stimmen Ungültige Stimmen,1_Stimmen andere Parteien,1_Stimmen gültige Stimmen,1_Anteil AfD,1_Anteil CDU,1_Anteil FDP,1_Anteil GRÜNE,1_Anteil LINKE,1_Anteil SPD,1_Anteil Ungültige Stimmen,1_Anteil andere Parteien,1_Anteil gültige Stimmen,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen FDP,2_Stimmen GRÜNE,2_Stimmen LINKE,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil FDP,2_Anteil GRÜNE,2_Anteil LINKE,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,2_Gewinner
55003,44.0,0,720,61.9,154,207,50,106,94,93,7,9,713,21.6,29.0,7.0,14.9,13.2,13.0,1.0,1.3,99.0,143,210,53,82,74,89,2,67,718,19.9,29.2,7.4,11.4,10.3,12.4,0.3,9.3,99.7,CDU
56001,44.0,0,848,61.9,182,231,77,102,112,116,14,14,834,21.8,27.7,9.2,12.2,13.4,13.9,1.7,1.7,98.3,164,228,64,106,93,95,9,89,839,19.5,27.2,7.6,12.6,11.1,11.3,1.1,10.6,98.9,CDU
56002,44.0,0,739,61.9,196,211,51,98,113,56,3,11,736,26.6,28.7,6.9,13.3,15.4,7.6,0.4,1.5,99.6,183,210,53,76,95,48,0,74,739,24.8,28.4,7.2,10.3,12.9,6.5,0.0,10.0,100.0,CDU
56003,44.0,0,890,61.9,203,232,64,109,146,119,5,12,885,22.9,26.2,7.2,12.3,16.5,13.4,0.6,1.4,99.4,179,264,59,99,94,104,3,88,887,20.2,29.8,6.7,11.2,10.6,11.7,0.3,9.9,99.7,CDU
57001,44.0,0,789,61.9,128,204,50,175,127,96,3,6,786,16.3,26.0,6.4,22.3,16.2,12.2,0.4,0.8,99.6,111,200,47,173,92,88,2,76,787,14.1,25.4,6.0,22.0,11.7,11.2,0.3,9.7,99.7,CDU
57002,44.0,0,768,61.9,150,217,52,126,121,84,9,9,759,19.8,28.6,6.9,16.6,15.9,11.1,1.2,1.2,98.8,144,244,51,106,96,66,2,59,766,18.8,31.9,6.7,13.8,12.5,8.6,0.3,7.7,99.7,CDU
57003,44.0,0,716,61.9,128,205,44,118,133,76,6,6,710,18.0,28.9,6.2,16.6,18.7,10.7,0.8,0.8,99.2,118,210,44,108,107,69,3,57,713,16.5,29.5,6.2,15.1,15.0,9.7,0.4,8.0,99.6,CDU
57004,44.0,0,916,61.9,173,309,63,132,120,95,16,8,900,19.2,34.3,7.0,14.7,13.3,10.6,1.7,0.9,98.3,155,318,61,123,95,92,0,72,916,16.9,34.7,6.7,13.4,10.4,10.0,0.0,7.9,100.0,CDU
61001,42.0,0,1086,61.9,260,313,95,163,145,99,11,0,1075,24.2,29.1,8.8,15.2,13.5,9.2,1.0,0.0,99.0,237,319,72,116,115,105,5,117,1081,21.9,29.5,6.7,10.7,10.6,9.7,0.5,10.8,99.5,CDU
61002,42.0,0,659,61.9,167,196,46,73,103,65,9,0,650,25.7,30.2,7.1,11.2,15.8,10.0,1.4,0.0,98.6,144,204,39,50,83,64,4,71,655,22.0,31.1,6.0,7.6,12.7,9.8,0.6,10.8,99.4,CDU
62001,42.0,0,621,61.9,111,195,65,103,83,58,6,0,615,18.0,31.7,10.6,16.7,13.5,9.4,1.0,0.0,99.0,101,208,50,88,59,57,2,56,619,16.3,33.6,8.1,14.2,9.5,9.2,0.3,9.0,99.7,CDU
62002,42.0,0,834,61.9,189,237,61,171,97,74,5,0,829,22.8,28.6,7.4,20.6,11.7,8.9,0.6,0.0,99.4,172,244,55,139,81,74,2,67,832,20.7,29.3,6.6,16.7,9.7,8.9,0.2,8.1,99.8,CDU
62003,42.0,0,979,61.9,226,300,95,154,121,71,12,0,967,23.4,31.0,9.8,15.9,12.5,7.3,1.2,0.0,98.8,214,296,75,123,95,93,1,82,978,21.9,30.3,7.7,12.6,9.7,9.5,0.1,8.4,99.9,CDU
63001,42.0,0,757,61.9,119,312,67,134,59,63,3,0,754,15.8,41.4,8.9,17.8,7.8,8.4,0.4,0.0,99.6,113,314,59,102,57,66,0,46,757,14.9,41.5,7.8,13.5,7.5,8.7,0.0,6.1,100.0,CDU
63002,42.0,0,1030,61.9,238,368,81,154,92,89,8,0,1022,23.3,36.0,7.9,15.1,9.0,8.7,0.8,0.0,99.2,218,353,66,128,85,110,1,69,1029,21.2,34.3,6.4,12.4,8.3,10.7,0.1,6.7,99.9,CDU
64000,42.0,0,913,61.9,232,271,72,102,146,84,6,0,907,25.6,29.9,7.9,11.2,16.1,9.3,0.7,0.0,99.3,211,277,51,82,111,87,1,93,912,23.1,30.4,5.6,9.0,12.2,9.5,0.1,10.2,99.9,CDU
71000,42.0,0,733,61.9,211,233,50,66,116,47,10,0,723,29.2,32.2,6.9,9.1,16.0,6.5,1.4,0.0,98.6,198,230,37,45,90,62,6,65,727,27.2,31.6,5.1,6.2,12.4,8.5,0.8,8.9,99.2,CDU
72000,42.0,0,903,61.9,268,238,70,81,172,60,14,0,889,30.1,26.8,7.9,9.1,19.3,6.7,1.6,0.0,98.4,246,254,52,55,133,68,11,84,892,27.6,28.5,5.8,6.2,14.9,7.6,1.2,9.4,98.8,CDU
73001,42.0,0,675,61.9,142,215,70,113,72,54,9,0,666,21.3,32.3,10.5,17.0,10.8,8.1,1.3,0.0,98.7,124,220,43,78,56,54,5,95,670,18.5,32.8,6.4,11.6,8.4,8.1,0.7,14.2,99.3,CDU
73002,42.0,0,682,61.9,167,232,63,69,82,61,8,0,674,24.8,34.4,9.3,10.2,12.2,9.1,1.2,0.0,98.8,138,221,52,61,62,67,3,78,679,20.3,32.5,7.7,9.0,9.1,9.9,0.4,11.5,99.6,CDU
74001,43.0,0,616,61.9,174,182,30,83,61,67,7,12,609,28.6,29.9,4.9,13.6,10.0,11.0,1.1,2.0,98.9,149,165,51,79,51,65,3,53,613,24.3,26.9,8.3,12.9,8.3,10.6,0.5,8.6,99.5,CDU
74002,43.0,0,738,61.9,152,261,53,66,90,95,10,11,728,20.9,35.9,7.3,9.1,12.4,13.0,1.4,1.5,98.6,132,265,48,93,68,67,9,56,729,18.1,36.4,6.6,12.8,9.3,9.2,1.2,7.7,98.8,CDU
75001,43.0,0,980,61.9,236,329,63,91,101,131,8,21,972,24.3,33.8,6.5,9.4,10.4,13.5,0.8,2.2,99.2,213,326,82,93,70,107,1,88,979,21.8,33.3,8.4,9.5,7.2,10.9,0.1,9.0,99.9,CDU
75002,43.0,0,712,61.9,128,224,45,103,102,83,5,22,707,18.1,31.7,6.4,14.6,14.4,11.7,0.7,3.1,99.3,116,228,49,113,74,68,1,63,711,16.3,32.1,6.9,15.9,10.4,9.6,0.1,8.9,99.9,CDU
75003,43.0,0,576,61.9,117,171,37,60,74,89,16,12,560,20.9,30.5,6.6,10.7,13.2,15.9,2.8,2.1,97.2,97,193,45,52,69,65,11,44,565,17.2,34.2,8.0,9.2,12.2,11.5,1.9,7.8,98.1,CDU
75004,43.0,0,883,61.9,172,309,48,104,111,116,6,17,877,19.6,35.2,5.5,11.9,12.7,13.2,0.7,1.9,99.3,159,272,76,126,96,83,2,69,881,18.0,30.9,8.6,14.3,10.9,9.4,0.2,7.8,99.8,CDU
76001,45.0,0,807,61.9,79,174,37,283,124,69,3,38,804,9.8,21.6,4.6,35.2,15.4,8.6,0.4,4.7,99.6,72,201,30,251,95,77,2,79,805,8.9,25.0,3.7,31.2,11.8,9.6,0.2,9.8,99.8,GRÜNE
76002,45.0,0,585,61.9,104,156,24,152,80,48,1,20,584,17.8,26.7,4.1,26.0,13.7,8.2,0.2,3.4,99.8,97,158,34,133,59,52,1,51,584,16.6,27.1,5.8,22.8,10.1,8.9,0.2,8.7,99.8,CDU
76003,45.0,0,748,61.9,150,207,41,147,101,62,10,30,738,20.3,28.0,5.6,19.9,13.7,8.4,1.3,4.1,98.7,133,216,45,117,83,66,8,80,740,18.0,29.2,6.1,15.8,11.2,8.9,1.1,10.8,98.9,CDU
77000,43.0,0,890,61.9,227,233,71,72,132,115,13,27,877,25.9,26.6,8.1,8.2,15.1,13.1,1.5,3.1,98.5,202,256,65,72,121,75,5,94,885,22.8,28.9,7.3,8.1,13.7,8.5,0.6,10.6,99.4,CDU
81001,43.0,0,690,61.9,101,175,37,113,131,106,4,23,686,14.7,25.5,5.4,16.5,19.1,15.5,0.6,3.4,99.4,99,186,33,130,96,82,2,62,688,14.4,27.0,4.8,18.9,14.0,11.9,0.3,9.0,99.7,CDU
81002,43.0,0,787,61.9,84,188,38,172,146,113,6,40,781,10.8,24.1,4.9,22.0,18.7,14.5,0.8,5.1,99.2,80,187,45,198,107,83,3,84,784,10.2,23.9,5.7,25.3,13.6,10.6,0.4,10.7,99.6,GRÜNE
81003,43.0,0,775,61.9,101,201,37,181,122,106,8,19,767,13.2,26.2,4.8,23.6,15.9,13.8,1.0,2.5,99.0,96,197,38,225,87,81,3,48,772,12.4,25.5,4.9,29.1,11.3,10.5,0.4,6.2,99.6,GRÜNE
81004,43.0,0,668,61.9,72,191,35,153,118,70,5,24,663,10.9,28.8,5.3,23.1,17.8,10.6,0.7,3.6,99.3,65,152,47,196,79,64,4,61,664,9.8,22.9,7.1,29.5,11.9,9.6,0.6,9.2,99.4,GRÜNE
82001,43.0,0,879,61.9,115,208,46,204,153,99,4,50,875,13.1,23.8,5.3,23.3,17.5,11.3,0.5,5.7,99.5,106,210,61,228,108,72,0,94,879,12.1,23.9,6.9,25.9,12.3,8.2,0.0,10.7,100.0,GRÜNE
82002,43.0,0,886,61.9,72,202,48,253,147,106,11,47,875,8.2,23.1,5.5,28.9,16.8,12.1,1.2,5.4,98.8,64,173,79,281,107,72,5,105,881,7.3,19.6,9.0,31.9,12.1,8.2,0.6,11.9,99.4,GRÜNE
83001,43.0,0,771,61.9,148,252,42,91,122,96,5,15,766,19.3,32.9,5.5,11.9,15.9,12.5,0.6,2.0,99.4,142,239,74,112,73,68,4,59,767,18.5,31.2,9.6,14.6,9.5,8.9,0.5,7.7,99.5,CDU
83002,43.0,0,787,61.9,196,230,32,82,110,102,6,29,781,25.1,29.4,4.1,10.5,14.1,13.1,0.8,3.7,99.2,170,234,59,86,97,67,1,73,786,21.6,29.8,7.5,10.9,12.3,8.5,0.1,9.3,99.9,CDU
83003,43.0,0,627,61.9,131,188,25,84,91,80,7,21,620,21.1,30.3,4.0,13.5,14.7,12.9,1.1,3.4,98.9,122,184,33,107,74,56,2,49,625,19.5,29.4,5.3,17.1,11.8,9.0,0.3,7.8,99.7,CDU
84001,43.0,0,825,61.9,219,217,38,70,116,131,12,22,813,26.9,26.7,4.7,8.6,14.3,16.1,1.5,2.7,98.5,192,233,46,72,107,92,7,76,818,23.5,28.5,5.6,8.8,13.1,11.2,0.8,9.3,99.2,CDU
84002,43.0,0,866,61.9,163,342,35,119,84,94,6,23,860,19.0,39.8,4.1,13.8,9.8,10.9,0.7,2.7,99.3,138,333,53,134,57,74,1,76,865,16.0,38.5,6.1,15.5,6.6,8.6,0.1,8.8,99.9,CDU
85001,43.0,0,645,61.9,136,227,39,82,68,80,3,10,642,21.2,35.4,6.1,12.8,10.6,12.5,0.5,1.6,99.5,123,223,36,88,54,64,1,56,644,19.1,34.6,5.6,13.7,8.4,9.9,0.2,8.7,99.8,CDU
85002,43.0,0,621,61.9,115,199,28,94,70,86,4,25,617,18.6,32.3,4.5,15.2,11.3,13.9,0.6,4.1,99.4,106,187,42,110,54,65,1,56,620,17.1,30.2,6.8,17.7,8.7,10.5,0.2,9.0,99.8,CDU
86001,43.0,0,853,61.9,103,242,41,188,130,117,5,27,848,12.1,28.5,4.8,22.2,15.3,13.8,0.6,3.2,99.4,105,235,39,221,92,82,2,77,851,12.3,27.6,4.6,26.0,10.8,9.6,0.2,9.0,99.8,CDU
86002,43.0,0,755,61.9,83,190,28,147,147,128,5,27,750,11.1,25.3,3.7,19.6,19.6,17.1,0.7,3.6,99.3,71,193,36,185,103,91,1,75,754,9.4,25.6,4.8,24.5,13.7,12.1,0.1,9.9,99.9,CDU
86003,43.0,0,741,61.9,52,173,42,229,120,102,4,19,737,7.1,23.5,5.7,31.1,16.3,13.8,0.5,2.6,99.5,42,155,43,273,85,73,1,69,740,5.7,20.9,5.8,36.9,11.5,9.9,0.1,9.3,99.9,GRÜNE
86004,43.0,0,625,61.9,67,227,39,105,71,101,6,9,619,10.8,36.7,6.3,17.0,11.5,16.3,1.0,1.5,99.0,60,211,50,138,48,72,2,44,623,9.6,33.9,8.0,22.2,7.7,11.6,0.3,7.1,99.7,CDU
90011,46.0,0,796,61.9,178,322,44,97,89,61,5,0,791,22.5,40.7,5.6,12.3,11.3,7.7,0.6,0.0,99.4,164,273,38,108,72,53,3,85,793,20.7,34.4,4.8,13.6,9.1,6.7,0.4,10.7,99.6,CDU
90012,46.0,0,591,61.9,133,220,39,72,61,59,7,0,584,22.8,37.7,6.7,12.3,10.4,10.1,1.2,0.0,98.8,123,180,43,81,50,53,0,61,591,20.8,30.5,7.3,13.7,8.5,9.0,0.0,10.3,100.0,CDU
91001,47.0,0,865,61.9,157,272,57,146,98,77,11,47,854,18.4,31.9,6.7,17.1,11.5,9.0,1.3,5.5,98.7,142,270,47,131,89,87,2,97,863,16.5,31.3,5.4,15.2,10.3,10.1,0.2,11.2,99.8,CDU
91002,47.0,0,634,61.9,115,163,51,118,78,65,5,39,629,18.3,25.9,8.1,18.8,12.4,10.3,0.8,6.2,99.2,107,159,53,102,66,57,2,88,632,16.9,25.2,8.4,16.1,10.4,9.0,0.3,13.9,99.7,CDU
91003,47.0,0,662,61.9,106,169,52,129,92,58,5,51,657,16.1,25.7,7.9,19.6,14.0,8.8,0.8,7.8,99.2,103,158,33,114,71,65,2,116,660,15.6,23.9,5.0,17.3,10.8,9.8,0.3,17.6,99.7,CDU
92001,46.0,0,716,61.9,49,144,64,244,114,92,9,0,707,6.9,20.4,9.1,34.5,16.1,13.0,1.3,0.0,98.7,43,123,60,237,78,62,1,112,715,6.0,17.2,8.4,33.1,10.9,8.7,0.1,15.7,99.9,GRÜNE
92002,46.0,0,741,61.9,87,161,67,176,124,112,14,0,727,12.0,22.1,9.2,24.2,17.1,15.4,1.9,0.0,98.1,86,135,48,205,112,69,3,83,738,11.7,18.3,6.5,27.8,15.2,9.3,0.4,11.2,99.6,GRÜNE
92003,46.0,0,871,61.9,85,192,59,254,157,114,10,0,861,9.9,22.3,6.9,29.5,18.2,13.2,1.1,0.0,98.9,75,156,42,257,120,76,2,143,869,8.6,18.0,4.8,29.6,13.8,8.7,0.2,16.5,99.8,GRÜNE
93001,46.0,0,717,61.9,54,158,64,216,120,100,5,0,712,7.6,22.2,9.0,30.3,16.9,14.0,0.7,0.0,99.3,55,131,44,230,101,58,2,96,715,7.7,18.3,6.2,32.2,14.1,8.1,0.3,13.4,99.7,GRÜNE
93002,46.0,0,1053,61.9,107,281,48,290,165,154,8,0,1045,10.2,26.9,4.6,27.8,15.8,14.7,0.8,0.0,99.2,101,230,56,306,132,105,1,122,1052,9.6,21.9,5.3,29.1,12.5,10.0,0.1,11.6,99.9,GRÜNE
93003,46.0,0,897,61.9,118,227,51,216,149,127,9,0,888,13.3,25.6,5.7,24.3,16.8,14.3,1.0,0.0,99.0,99,190,53,238,127,76,2,112,895,11.1,21.2,5.9,26.6,14.2,8.5,0.2,12.5,99.8,GRÜNE
94001,46.0,0,1181,61.9,214,447,82,192,129,108,9,0,1172,18.3,38.1,7.0,16.4,11.0,9.2,0.8,0.0,99.2,199,399,71,198,106,101,2,105,1179,16.9,33.8,6.0,16.8,9.0,8.6,0.2,8.9,99.8,CDU
94002,46.0,0,868,61.9,172,306,76,112,105,88,9,0,859,20.0,35.6,8.8,13.0,12.2,10.2,1.0,0.0,99.0,143,276,62,111,86,78,2,110,866,16.5,31.9,7.2,12.8,9.9,9.0,0.2,12.7,99.8,CDU
95000,46.0,0,968,61.9,280,284,59,75,163,99,8,0,960,29.2,29.6,6.1,7.8,17.0,10.3,0.8,0.0,99.2,277,268,46,79,120,94,1,83,967,28.6,27.7,4.8,8.2,12.4,9.7,0.1,8.6,99.9,AfD
96000,46.0,0,906,61.9,239,276,58,89,137,96,11,0,895,26.7,30.8,6.5,9.9,15.3,10.7,1.2,0.0,98.8,217,263,50,82,119,82,4,89,902,24.1,29.2,5.5,9.1,13.2,9.1,0.4,9.9,99.6,CDU
97000,46.0,0,734,61.9,205,185,46,77,145,70,6,0,728,28.2,25.4,6.3,10.6,19.9,9.6,0.8,0.0,99.2,176,174,43,78,114,62,5,82,729,24.1,23.9,5.9,10.7,15.6,8.5,0.7,11.2,99.3,AfD
98001,46.0,0,702,61.9,163,273,60,67,72,59,8,0,694,23.5,39.3,8.6,9.7,10.4,8.5,1.1,0.0,98.9,163,246,47,87,44,49,5,61,697,23.4,35.3,6.7,12.5,6.3,7.0,0.7,8.8,99.3,CDU
98002,46.0,0,877,61.9,213,320,59,92,120,67,6,0,871,24.5,36.7,6.8,10.6,13.8,7.7,0.7,0.0,99.3,192,294,47,95,96,63,0,90,877,21.9,33.5,5.4,10.8,10.9,7.2,0.0,10.3,100.0,CDU
98003,46.0,0,841,61.9,176,340,53,120,80,67,5,0,836,21.1,40.7,6.3,14.4,9.6,8.0,0.6,0.0,99.4,162,284,61,125,74,74,1,60,840,19.3,33.8,7.3,14.9,8.8,8.8,0.1,7.1,99.9,CDU
99010,46.0,0,921,61.9,218,393,65,76,89,68,12,0,909,24.0,43.2,7.2,8.4,9.8,7.5,1.3,0.0,98.7,222,350,57,92,65,66,1,68,920,24.1,38.0,6.2,10.0,7.1,7.2,0.1,7.4,99.9,CDU
14612000,nan,426474,307905,72.2,68291,87754,17975,54849,41400,26664,3553,7419,304352,22.4,28.8,5.9,18.0,13.6,8.8,1.2,2.4,98.8,63383,82032,19839,51580,34726,25970,2103,28272,305802,20.7,26.8,6.5,16.9,11.4,8.5,0.7,9.2,99.3,CDU
